date,pondstate,min,max
10/12/2013,WET,20,27
11/12/2013,WET,21,27
12/12/2013,WET,22,27
13/12/2013,WET,23,27.5
14/12/2013,WET,23,28.5
15/12/2013,WET,24,27
16/12/2013,WET,24,27
17/12/2013,WET,23,28
18/12/2013,WET,20,28
19/12/2013,WET,20,28
20/12/2013,WET,19,27.5
22/12/2013,WET,10,27
23/12/2013,WET,19,28
24/12/2013,WET,21,27
25/12/2013,WET,21,28
26/12/2013,WET,21,29
27/12/2013,WET,21,29
28/12/2013,WET,20,28
29/12/2013,WET,21,29
30/12/2013,WET,24,29
31/12/2013,WET,24,29
