"","x"
"1",0.856963644017993
"2",0.975681985536117
"3",1.04440469205546
"4",1.07541807703659
"5",1.08366078177572
"6",1.11341094618499
"7",1.0943337965855
"8",1.04532051084014
"9",0.896283430609233
"10",0.890752584118894
"11",0.846807871298852
"12",0.925355491745442
"13",0.998306109285287
"14",0.916837307237253
"15",0.923826315844913
"16",0.865815992547668
"17",0.891972692601554
"18",0.902388141887337
"19",0.832917562908668
"20",0.816125639196372
"21",0.865313664769796
"22",0.853661299100112
"23",0.834331967461861
"24",0.816919291057143
"25",0.787720558762729
"26",0.806271015574748
"27",0.749163244672221
"28",0.722170778516807
"29",0.778152827214282
"30",0.796138551179242
"31",0.755067127944694
"32",0.711150041307311
"33",0.711044937420411
"34",0.718016625758119
"35",0.790300749960757
"36",0.809571935901572
"37",0.834193424592214
"38",0.781216650928528
"39",0.783794887818385
"40",0.79565275758787
"41",0.765774326714408
"42",0.774184049972748
"43",0.871544110771468
"44",0.899079096532974
"45",0.873888780467893
"46",0.850741832363739
"47",0.836199246668799
"48",0.841762728891566
"49",0.832534271244854
"50",0.866368932866854
"51",0.828802744751444
"52",0.791946032455099
"53",0.80597538179943
"54",0.80102436220345
"55",0.787935274432186
"56",0.802593088063576
"57",0.811633795521471
"58",0.829878220843486
"59",0.824098898953014
"60",0.810010509955282
"61",0.848070596578768
"62",0.837524507837468
"63",0.791884180691072
"64",0.750959770234046
"65",0.792911488367088
"66",0.771211116368633
"67",0.776749852450997
"68",0.824967007030701
"69",0.783906693948637
"70",0.797566321927609
"71",0.781475169503409
"72",0.788164397257148
"73",0.765213803234857
"74",0.766349834458304
"75",0.754579409569837
"76",0.745806561302305
"77",0.743165382569474
"78",0.797537210117384
"79",0.803423646654322
"80",0.766193205158929
"81",0.739104446321216
"82",0.70327424539333
"83",0.732819549528328
"84",0.734200857462267
"85",0.762056986807986
"86",0.773019821051863
"87",0.786768320325883
"88",0.737900939496694
"89",0.762406495519669
"90",0.765842256494449
"91",0.75535995281739
"92",0.749498956558139
"93",0.76707182018923
"94",0.778683358227135
"95",0.808656120483453
"96",0.774913816201437
"97",0.773625539104487
"98",0.784168559470351
"99",0.789201959696292
"100",0.767327365764233
"101",0.774456687727145
"102",0.798529206436476
"103",0.769438043559442
"104",0.803008346038023
"105",0.839353510840097
"106",0.837350353300298
"107",0.816887404069941
"108",0.818009651279721
"109",0.836292469317648
"110",0.846535804635446
"111",0.846738462267842
"112",0.832746100636559
"113",0.832567774212071
"114",0.796825977254193
"115",0.814799241196724
"116",0.818706263915348
"117",0.823149968027405
"118",0.792340685797135
"119",0.817001158255437
"120",0.855751853453284
"121",0.849616182879901
"122",0.886129158454252
"123",0.892483053091299
"124",0.862271466757833
"125",0.864593330418917
"126",0.887256072570371
"127",0.902573981388117
"128",0.88593272162921
"129",0.841615417319818
"130",0.867552861383939
"131",0.886248338366524
"132",0.896377999400176
"133",0.890660043443071
"134",0.930684941995267
"135",0.910581691381416
"136",0.887789170123825
"137",0.837059543076932
"138",0.865436936366563
"139",0.877692310662864
"140",0.891112788191642
"141",0.930177122537114
"142",0.920278299303901
"143",0.944643545528297
"144",0.944375907163892
"145",0.944166464602395
"146",0.940034563283014
"147",0.955302329628125
"148",0.965163195924476
