d,TC
1665,1.104084049
1666,1.092136388
1667,1.103543085
1668,1.111480107
1669,1.141012516
1670,1.168561278
1671,1.23855138
1672,1.168754899
1673,1.079736197
1674,1.121072989
1675,1.163905845
1676,1.217139741
1677,1.263737298
1678,1.311655028
1679,1.2258431
1680,1.149449086
1681,1.190330574
1682,1.204847385
1683,1.022013311
1684,1.098835108
1685,1.128278156
1686,1.166038992
1687,1.164206786
1688,1.209313822
1689,1.242062963
1690,1.181410852
1691,1.190828983
1692,1.161501032
1693,1.214638498
1694,1.285428945
1695,1.275139994
1696,1.241654731
1697,1.260880261
1698,1.298759387
1699,1.320068845
1700,1.320293738
1701,1.323570373
1702,1.288238793
1703,1.225042348
1704,1.254354988
1705,1.183935061
1706,1.303117829
1707,1.321855065
1708,1.320345989
1709,1.356138627
1710,1.410636787
1711,1.33579564
1712,1.410165542
1713,1.525265911
1714,1.498534067
1715,1.496315217
1716,1.579990306
1717,1.53156734
1718,1.583029928
1719,1.534336337
1720,1.51421654
1721,1.529812501
1722,1.499014972
1723,1.4523045
1724,1.390313752
1725,1.342537099
1726,1.415812634
1727,1.559049594
1728,1.533347966
1729,1.618323507
1730,1.612948643
1731,1.394933258
1732,1.36225945
1733,1.473943014
1734,1.502770843
1735,1.533401781
1736,1.54459541
1737,1.52330003
1738,1.440942358
1739,1.480723639
1740,1.419252138
1741,1.363032769
1742,1.454432682
1743,1.39741582
1744,1.567283535
1745,1.481622872
1746,1.618793112
1747,1.550400258
1748,1.383788906
1749,1.283351614
1750,1.358893394
1751,1.38424144
1752,1.260377128
1753,1.286411625
1754,1.363771882
1755,1.444531691
1756,1.408619501
1757,1.473359574
1758,1.53807592
1759,1.485022487
1760,1.393865248
1761,1.450083278
1762,1.496651031
1763,1.424660309
1764,1.374053233
1765,1.410338187
1766,1.431684109
1767,1.469521658
1768,1.536245372
1769,1.496307146
1770,1.400983494
1771,1.387418211
1772,1.367158844
1773,1.39967662
1774,1.425084265
1775,1.452489153
1776,1.45941321
1777,1.465098365
1778,1.454878928
1779,1.358264994
1780,1.376865239
1781,1.380137106
1782,1.381321173
1783,1.39376906
1784,1.418369279
1785,1.350789068
1786,1.205133582
1787,1.279415464
1788,1.108021174
1789,1.207468413
1790,1.352277549
1791,1.413864056
1792,1.436413234
1793,1.422258801
1794,1.320675996
1795,1.199443958
1796,1.141348437
1797,1.182061174
1798,1.244546618
1799,1.224008727
1800,1.091131008
1801,1.142597596
1802,1.183334884
1803,1.247260385
1804,1.241795804
1805,1.168029176
1806,1.264614252
1807,1.228546035
1808,1.253353971
1809,1.326264464
1810,1.279137655
1811,1.153089858
1812,1.241950679
1813,1.17718443
1814,1.134394456
1815,1.280760477
1816,1.27864779
1817,1.131810756
1818,1.107270055
1819,1.154439679
1820,1.224458949
1821,1.270423423
1822,1.180265256
1823,1.163144257
1824,1.094765653
1825,0.924304148
1826,0.856963644
1827,0.975681986
1828,1.044404692
1829,1.075418077
1830,1.083660782
1831,1.113410946
1832,1.094333797
1833,1.045320511
1834,0.896283431
1835,0.890752584
1836,0.846807871
1837,0.925355492
1838,0.998306109
1839,0.916837307
1840,0.923826316
1841,0.865815993
1842,0.891972693
1843,0.902388142
1844,0.832917563
1845,0.816125639
1846,0.865313665
1847,0.853661299
1848,0.834331967
1849,0.816919291
1850,0.787720559
1851,0.806271016
1852,0.749163245
1853,0.722170779
1854,0.778152827
1855,0.796138551
1856,0.755067128
1857,0.711150041
1858,0.711044937
1859,0.718016626
1860,0.79030075
1861,0.809571936
1862,0.834193425
1863,0.781216651
1864,0.783794888
1865,0.795652758
1866,0.765774327
1867,0.77418405
1868,0.871544111
1869,0.899079097
1870,0.87388878
1871,0.850741832
1872,0.836199247
1873,0.841762729
1874,0.832534271
1875,0.866368933
1876,0.828802745
1877,0.791946032
1878,0.805975382
1879,0.801024362
1880,0.787935274
1881,0.802593088
1882,0.811633796
1883,0.829878221
1884,0.824098899
1885,0.81001051
1886,0.848070597
1887,0.837524508
1888,0.791884181
1889,0.75095977
1890,0.792911488
1891,0.771211116
1892,0.776749852
1893,0.824967007
1894,0.783906694
1895,0.797566322
1896,0.78147517
1897,0.788164397
1898,0.765213803
1899,0.766349834
1900,0.75457941
1901,0.745806561
1902,0.743165383
1903,0.79753721
1904,0.803423647
1905,0.766193205
1906,0.739104446
1907,0.703274245
1908,0.73281955
1909,0.734200857
1910,0.762056987
1911,0.773019821
1912,0.78676832
1913,0.737900939
1914,0.762406496
1915,0.765842256
1916,0.755359953
1917,0.749498957
1918,0.76707182
1919,0.778683358
1920,0.80865612
1921,0.774913816
1922,0.773625539
1923,0.784168559
1924,0.78920196
1925,0.767327366
1926,0.774456688
1927,0.798529206
1928,0.769438044
1929,0.803008346
1930,0.839353511
1931,0.837350353
1932,0.816887404
1933,0.818009651
1934,0.836292469
1935,0.846535805
1936,0.846738462
1937,0.832746101
1938,0.832567774
1939,0.796825977
1940,0.814799241
1941,0.818706264
1942,0.823149968
1943,0.792340686
1944,0.817001158
1945,0.855751853
1946,0.849616183
1947,0.886129158
1948,0.892483053
1949,0.862271467
1950,0.86459333
1951,0.887256073
1952,0.902573981
1953,0.885932722
1954,0.841615417
1955,0.867552861
1956,0.886248338
1957,0.896377999
1958,0.890660043
1959,0.930684942
1960,0.910581691
1961,0.88778917
1962,0.837059543
1963,0.865436936
1964,0.877692311
1965,0.891112788
1966,0.930177123
1967,0.920278299
1968,0.944643546
1969,0.944375907
1970,0.944166465
1971,0.940034563
1972,0.95530233
1973,0.965163196
1974,0.965492701
1975,0.958318744
1976,0.919247106
1977,0.955269261
1978,0.988164543
1979,0.902192594
1980,0.892626796
1981,0.930794517
1982,0.923082383
1983,0.956367178
1984,0.94056448
1985,0.912135833
1986,0.923174221
1987,0.92153455
1988,0.940677401
1989,1.011359961
1990,1.061411658
1991,1.003864709
1992,1.013917674
1993,1.043107362
1994,1.065181803
1995,1.040326163
1996,1.076255175
1997,1.06928023
1998,1.072806987
1999,1.117574668
2000,1.081899576
2001,1.067120292
2002,1.082885097
2003,1.114034522
2004,1.174491834
2005,1.150105606
2006,1.141626577
2007,1.145802635
2008,1.108671452
2009,1.20213606
2010,1.055911185
2011,1.001180042
2012,1.016599398
2013,1.051839372
2014,1.03017156
2015,1.100187009
2016,1.09968177
2017,1.10624221
2018,1.113066448
2019,1.138265468
2020,1.147544219
2021,1.123300631
2022,1.040426112
2023,1.107301232
2024,1.054274629
2025,0.999187324
2026,0.985883462
2027,0.980243468
2028,1.067158921
2029,1.084063034
2030,1.104084049
2031,1.092136388
2032,1.103543085
2033,1.111480107
2034,1.141012516
2035,1.168561278
2036,1.23855138
2037,1.168754899
2038,1.079736197
2039,1.121072989
2040,1.163905845
2041,1.217139741
2042,1.263737298
2043,1.311655028
2044,1.2258431
2045,1.149449086
2046,1.190330574
2047,1.204847385
2048,1.022013311
2049,1.098835108
2050,1.128278156
2051,1.166038992
2052,1.164206786
2053,1.209313822
2054,1.242062963
2055,1.181410852
2056,1.190828983
2057,1.161501032
2058,1.214638498
2059,1.285428945
2060,1.275139994
2061,1.241654731
2062,1.260880261
2063,1.298759387
2064,1.320068845
2065,1.320293738
2066,1.323570373
2067,1.288238793
2068,1.225042348
2069,1.254354988
2070,1.183935061
2071,1.303117829
2072,1.321855065
2073,1.320345989
2074,1.356138627
2075,1.410636787
2076,1.33579564
2077,1.410165542
2078,1.525265911
2079,1.498534067
2080,1.496315217
2081,1.579990306
2082,1.53156734
2083,1.583029928
2084,1.534336337
2085,1.51421654
2086,1.529812501
2087,1.499014972
2088,1.4523045
2089,1.390313752
2090,1.342537099
2091,1.415812634
2092,1.559049594
2093,1.533347966
2094,1.618323507
2095,1.612948643
2096,1.394933258
2097,1.36225945
2098,1.473943014
2099,1.502770843
2100,1.533401781
2101,1.54459541
2102,1.52330003
2103,1.440942358
2104,1.480723639
2105,1.419252138
2106,1.363032769
2107,1.454432682
2108,1.39741582
2109,1.567283535
2110,1.481622872
2111,1.618793112
2112,1.550400258
2113,1.383788906
2114,1.283351614
2115,1.358893394
2116,1.38424144
2117,1.260377128
2118,1.286411625
2119,1.363771882
2120,1.444531691
2121,1.408619501
2122,1.473359574
2123,1.53807592
2124,1.485022487
2125,1.393865248
2126,1.450083278
2127,1.496651031
2128,1.424660309
2129,1.374053233
2130,1.410338187
2131,1.431684109
2132,1.469521658
2133,1.536245372
2134,1.496307146
2135,1.400983494
2136,1.387418211
2137,1.367158844
2138,1.39967662
2139,1.425084265
2140,1.452489153
2141,1.45941321
2142,1.465098365
2143,1.454878928
2144,1.358264994
2145,1.376865239
2146,1.380137106
2147,1.381321173
2148,1.39376906
2149,1.418369279
2150,1.350789068
2151,1.205133582
2152,1.279415464
2153,1.108021174
2154,1.207468413
2155,1.352277549
2156,1.413864056
2157,1.436413234
2158,1.422258801
2159,1.320675996
2160,1.199443958
2161,1.141348437
2162,1.182061174
2163,1.244546618
2164,1.224008727
2165,1.091131008
2166,1.142597596
2167,1.183334884
2168,1.247260385
2169,1.241795804
2170,1.168029176
2171,1.264614252
2172,1.228546035
2173,1.253353971
2174,1.326264464
2175,1.279137655
2176,1.153089858
2177,1.241950679
2178,1.17718443
2179,1.134394456
2180,1.280760477
2181,1.27864779
2182,1.131810756
2183,1.107270055
2184,1.154439679
2185,1.224458949
2186,1.270423423
2187,1.180265256
2188,1.163144257
2189,1.094765653
2190,0.924304148
2191,0.856963644
2192,0.975681986
2193,1.044404692
2194,1.075418077
2195,1.083660782
2196,1.113410946
2197,1.094333797
2198,1.045320511
2199,0.896283431
2200,0.890752584
2201,0.846807871
2202,0.925355492
2203,0.998306109
2204,0.916837307
2205,0.923826316
2206,0.865815993
2207,0.891972693
2208,0.902388142
2209,0.832917563
2210,0.816125639
2211,0.865313665
2212,0.853661299
2213,0.834331967
2214,0.816919291
2215,0.787720559
2216,0.806271016
2217,0.749163245
2218,0.722170779
2219,0.778152827
2220,0.796138551
2221,0.755067128
2222,0.711150041
2223,0.711044937
2224,0.718016626
2225,0.79030075
2226,0.809571936
2227,0.834193425
2228,0.781216651
2229,0.783794888
2230,0.795652758
2231,0.765774327
2232,0.77418405
2233,0.871544111
2234,0.899079097
2235,0.87388878
2236,0.850741832
2237,0.836199247
2238,0.841762729
2239,0.832534271
2240,0.866368933
2241,0.828802745
2242,0.791946032
2243,0.805975382
2244,0.801024362
2245,0.787935274
2246,0.802593088
2247,0.811633796
2248,0.829878221
2249,0.824098899
2250,0.81001051
2251,0.848070597
2252,0.837524508
2253,0.791884181
2254,0.75095977
2255,0.792911488
2256,0.771211116
2257,0.776749852
2258,0.824967007
2259,0.783906694
2260,0.797566322
2261,0.78147517
2262,0.788164397
2263,0.765213803
2264,0.766349834
2265,0.75457941
2266,0.745806561
2267,0.743165383
2268,0.79753721
2269,0.803423647
2270,0.766193205
2271,0.739104446
2272,0.703274245
2273,0.73281955
2274,0.734200857
2275,0.762056987
2276,0.773019821
2277,0.78676832
2278,0.737900939
2279,0.762406496
2280,0.765842256
2281,0.755359953
2282,0.749498957
2283,0.76707182
2284,0.778683358
2285,0.80865612
2286,0.774913816
2287,0.773625539
2288,0.784168559
2289,0.78920196
2290,0.767327366
2291,0.774456688
2292,0.798529206
2293,0.769438044
2294,0.803008346
2295,0.839353511
2296,0.837350353
2297,0.816887404
2298,0.818009651
2299,0.836292469
2300,0.846535805
2301,0.846738462
2302,0.832746101
2303,0.832567774
2304,0.796825977
2305,0.814799241
2306,0.818706264
2307,0.823149968
2308,0.792340686
2309,0.817001158
2310,0.855751853
2311,0.849616183
2312,0.886129158
2313,0.892483053
2314,0.862271467
2315,0.86459333
2316,0.887256073
2317,0.902573981
2318,0.885932722
2319,0.841615417
2320,0.867552861
2321,0.886248338
2322,0.896377999
2323,0.890660043
2324,0.930684942
2325,0.910581691
2326,0.88778917
2327,0.837059543
2328,0.865436936
2329,0.877692311
2330,0.891112788
2331,0.930177123
2332,0.920278299
2333,0.944643546
2334,0.944375907
2335,0.944166465
2336,0.940034563
2337,0.95530233
2338,0.965163196
2339,0.965492701
2340,0.958318744
2341,0.919247106
2342,0.955269261
2343,0.988164543
2344,0.902192594
2345,0.892626796
2346,0.930794517
2347,0.923082383
2348,0.956367178
2349,0.94056448
2350,0.912135833
2351,0.923174221
2352,0.92153455
2353,0.940677401
2354,1.011359961
2355,1.061411658
2356,1.003864709
2357,1.013917674
2358,1.043107362
2359,1.065181803
2360,1.040326163
2361,1.076255175
2362,1.06928023
2363,1.072806987
2364,1.117574668
2365,1.081899576
2366,1.067120292
2367,1.082885097
2368,1.114034522
2369,1.174491834
2370,1.150105606
2371,1.141626577
2372,1.145802635
2373,1.108671452
2374,1.20213606
2375,1.055911185
2376,1.001180042
2377,1.016599398
2378,1.051839372
2379,1.03017156
2380,1.100187009
2381,1.09968177
2382,1.10624221
2383,1.113066448
2384,1.138265468
2385,1.147544219
2386,1.123300631
2387,1.040426112
2388,1.107301232
2389,1.054274629
2390,0.999187324
2391,0.985883462
2392,0.980243468
2393,1.067158921
2394,1.084063034
2395,1.104084049
2396,1.092136388
2397,1.103543085
2398,1.111480107
2399,1.141012516
2400,1.168561278
2401,1.23855138
2402,1.168754899
2403,1.079736197
2404,1.121072989
2405,1.163905845
2406,1.217139741
2407,1.263737298
2408,1.311655028
2409,1.2258431
2410,1.149449086
2411,1.190330574
2412,1.204847385
2413,1.022013311
2414,1.098835108
2415,1.128278156
2416,1.166038992
2417,1.164206786
2418,1.209313822
2419,1.242062963
2420,1.181410852
2421,1.190828983
2422,1.161501032
2423,1.214638498
2424,1.285428945
2425,1.275139994
2426,1.241654731
2427,1.260880261
2428,1.298759387
2429,1.320068845
2430,1.320293738
2431,1.323570373
2432,1.288238793
2433,1.225042348
2434,1.254354988
2435,1.183935061
2436,1.303117829
2437,1.321855065
2438,1.320345989
2439,1.356138627
2440,1.410636787
2441,1.33579564
2442,1.410165542
2443,1.525265911
2444,1.498534067
2445,1.496315217
2446,1.579990306
2447,1.53156734
2448,1.583029928
2449,1.534336337
2450,1.51421654
2451,1.529812501
2452,1.499014972
2453,1.4523045
2454,1.390313752
2455,1.342537099
2456,1.415812634
2457,1.559049594
2458,1.533347966
2459,1.618323507
2460,1.612948643
2461,1.394933258
2462,1.36225945
2463,1.473943014
2464,1.502770843
2465,1.533401781
2466,1.54459541
2467,1.52330003
2468,1.440942358
2469,1.480723639
2470,1.419252138
2471,1.363032769
2472,1.454432682
2473,1.39741582
2474,1.567283535
2475,1.481622872
2476,1.618793112
2477,1.550400258
2478,1.383788906
2479,1.283351614
2480,1.358893394
2481,1.38424144
2482,1.260377128
2483,1.286411625
2484,1.363771882
2485,1.444531691
2486,1.408619501
2487,1.473359574
2488,1.53807592
2489,1.485022487
2490,1.393865248
2491,1.450083278
2492,1.496651031
2493,1.424660309
2494,1.374053233
2495,1.410338187
2496,1.431684109
2497,1.469521658
2498,1.536245372
2499,1.496307146
2500,1.400983494
2501,1.387418211
2502,1.367158844
2503,1.39967662
2504,1.425084265
2505,1.452489153
2506,1.45941321
2507,1.465098365
2508,1.454878928
2509,1.358264994
2510,1.376865239
2511,1.380137106
2512,1.381321173
2513,1.39376906
2514,1.418369279
2515,1.350789068
2516,1.205133582
2517,1.279415464
2518,1.108021174
2519,1.207468413
2520,1.352277549
2521,1.413864056
2522,1.436413234
2523,1.422258801
2524,1.320675996
2525,1.199443958
2526,1.141348437
2527,1.182061174
2528,1.244546618
2529,1.224008727
2530,1.091131008
2531,1.142597596
2532,1.183334884
2533,1.247260385
2534,1.241795804
2535,1.168029176
2536,1.264614252
2537,1.228546035
2538,1.253353971
2539,1.326264464
2540,1.279137655
2541,1.153089858
2542,1.241950679
2543,1.17718443
2544,1.134394456
2545,1.280760477
2546,1.27864779
2547,1.131810756
2548,1.107270055
2549,1.154439679
2550,1.224458949
2551,1.270423423
2552,1.180265256
2553,1.163144257
2554,1.094765653
2555,0.924304148
2556,0.856963644
2557,0.975681986
2558,1.044404692
2559,1.075418077
2560,1.083660782
2561,1.113410946
2562,1.094333797
2563,1.045320511
2564,0.896283431
2565,0.890752584
2566,0.846807871
2567,0.925355492
2568,0.998306109
2569,0.916837307
2570,0.923826316
2571,0.865815993
2572,0.891972693
2573,0.902388142
2574,0.832917563
2575,0.816125639
2576,0.865313665
2577,0.853661299
2578,0.834331967
2579,0.816919291
2580,0.787720559
2581,0.806271016
2582,0.749163245
2583,0.722170779
2584,0.778152827
2585,0.796138551
2586,0.755067128
2587,0.711150041
2588,0.711044937
2589,0.718016626
2590,0.79030075
2591,0.809571936
2592,0.834193425
2593,0.781216651
2594,0.783794888
2595,0.795652758
2596,0.765774327
2597,0.77418405
2598,0.871544111
2599,0.899079097
2600,0.87388878
2601,0.850741832
2602,0.836199247
2603,0.841762729
2604,0.832534271
2605,0.866368933
2606,0.828802745
2607,0.791946032
2608,0.805975382
2609,0.801024362
2610,0.787935274
2611,0.802593088
2612,0.811633796
2613,0.829878221
2614,0.824098899
2615,0.81001051
2616,0.848070597
2617,0.837524508
2618,0.791884181
2619,0.75095977
2620,0.792911488
2621,0.771211116
2622,0.776749852
2623,0.824967007
2624,0.783906694
2625,0.797566322
2626,0.78147517
2627,0.788164397
2628,0.765213803
2629,0.766349834
2630,0.75457941
2631,0.745806561
2632,0.743165383
2633,0.79753721
2634,0.803423647
2635,0.766193205
2636,0.739104446
2637,0.703274245
2638,0.73281955
2639,0.734200857
2640,0.762056987
2641,0.773019821
2642,0.78676832
2643,0.737900939
2644,0.762406496
2645,0.765842256
2646,0.755359953
2647,0.749498957
2648,0.76707182
2649,0.778683358
2650,0.80865612
2651,0.774913816
2652,0.773625539
2653,0.784168559
2654,0.78920196
2655,0.767327366
2656,0.774456688
2657,0.798529206
2658,0.769438044
2659,0.803008346
2660,0.839353511
2661,0.837350353
2662,0.816887404
2663,0.818009651
2664,0.836292469
2665,0.846535805
2666,0.846738462
2667,0.832746101
2668,0.832567774
2669,0.796825977
2670,0.814799241
2671,0.818706264
2672,0.823149968
2673,0.792340686
2674,0.817001158
2675,0.855751853
2676,0.849616183
2677,0.886129158
2678,0.892483053
2679,0.862271467
2680,0.86459333
2681,0.887256073
2682,0.902573981
2683,0.885932722
2684,0.841615417
2685,0.867552861
2686,0.886248338
2687,0.896377999
2688,0.890660043
2689,0.930684942
2690,0.910581691
2691,0.88778917
2692,0.837059543
2693,0.865436936
2694,0.877692311
2695,0.891112788
2696,0.930177123
2697,0.920278299
2698,0.944643546
2699,0.944375907
2700,0.944166465
2701,0.940034563
2702,0.95530233
2703,0.965163196
2704,0.965492701
2705,0.958318744
2706,0.919247106
2707,0.955269261
2708,0.988164543
2709,0.902192594
2710,0.892626796
2711,0.930794517
2712,0.923082383
2713,0.956367178
2714,0.94056448
2715,0.912135833
2716,0.923174221
2717,0.92153455
2718,0.940677401
2719,1.011359961
2720,1.061411658
2721,1.003864709
2722,1.013917674
2723,1.043107362
2724,1.065181803
2725,1.040326163
2726,1.076255175
2727,1.06928023
2728,1.072806987
2729,1.117574668
2730,1.081899576
2731,1.067120292
2732,1.082885097
2733,1.114034522
2734,1.174491834
2735,1.150105606
2736,1.141626577
2737,1.145802635
2738,1.108671452
2739,1.20213606
2740,1.055911185
2741,1.001180042
2742,1.016599398
2743,1.051839372
2744,1.03017156
2745,1.100187009
2746,1.09968177
2747,1.10624221
2748,1.113066448
2749,1.138265468
2750,1.147544219
2751,1.123300631
2752,1.040426112
2753,1.107301232
2754,1.054274629
2755,0.999187324
2756,0.985883462
2757,0.980243468
2758,1.067158921
2759,1.084063034
2760,1.104084049
2761,1.092136388
2762,1.103543085
2763,1.111480107
2764,1.141012516
2765,1.168561278
2766,1.23855138
2767,1.168754899
2768,1.079736197
2769,1.121072989
2770,1.163905845
2771,1.217139741
2772,1.263737298
2773,1.311655028
2774,1.2258431
2775,1.149449086
2776,1.190330574
2777,1.204847385
2778,1.022013311
2779,1.098835108
2780,1.128278156
2781,1.166038992
2782,1.164206786
2783,1.209313822
2784,1.242062963
2785,1.181410852
2786,1.190828983
2787,1.161501032
2788,1.214638498
2789,1.285428945
2790,1.275139994
2791,1.241654731
2792,1.260880261
2793,1.298759387
2794,1.320068845
2795,1.320293738
2796,1.323570373
2797,1.288238793
2798,1.225042348
2799,1.254354988
2800,1.183935061
2801,1.303117829
2802,1.321855065
2803,1.320345989
2804,1.356138627
2805,1.410636787
2806,1.33579564
2807,1.410165542
2808,1.525265911
2809,1.498534067
2810,1.496315217
2811,1.579990306
2812,1.53156734
2813,1.583029928
2814,1.534336337
2815,1.51421654
2816,1.529812501
2817,1.499014972
2818,1.4523045
2819,1.390313752
2820,1.342537099
2821,1.415812634
2822,1.559049594
2823,1.533347966
2824,1.618323507
2825,1.612948643
2826,1.394933258
2827,1.36225945
2828,1.473943014
2829,1.502770843
2830,1.533401781
2831,1.54459541
2832,1.52330003
2833,1.440942358
2834,1.480723639
2835,1.419252138
2836,1.363032769
2837,1.454432682
2838,1.39741582
2839,1.567283535
2840,1.481622872
2841,1.618793112
2842,1.550400258
2843,1.383788906
2844,1.283351614
2845,1.358893394
2846,1.38424144
2847,1.260377128
2848,1.286411625
2849,1.363771882
2850,1.444531691
2851,1.408619501
2852,1.473359574
2853,1.53807592
2854,1.485022487
2855,1.393865248
2856,1.450083278
2857,1.496651031
2858,1.424660309
2859,1.374053233
2860,1.410338187
2861,1.431684109
2862,1.469521658
2863,1.536245372
2864,1.496307146
2865,1.400983494
2866,1.387418211
2867,1.367158844
2868,1.39967662
2869,1.425084265
2870,1.452489153
2871,1.45941321
2872,1.465098365
2873,1.454878928
2874,1.358264994
2875,1.376865239
2876,1.380137106
2877,1.381321173
2878,1.39376906
2879,1.418369279
2880,1.350789068
2881,1.205133582
2882,1.279415464
2883,1.108021174
2884,1.207468413
2885,1.352277549
2886,1.413864056
2887,1.436413234
2888,1.422258801
2889,1.320675996
2890,1.199443958
2891,1.141348437
2892,1.182061174
2893,1.244546618
2894,1.224008727
2895,1.091131008
2896,1.142597596
2897,1.183334884
2898,1.247260385
2899,1.241795804
2900,1.168029176
2901,1.264614252
2902,1.228546035
2903,1.253353971
2904,1.326264464
2905,1.279137655
2906,1.153089858
2907,1.241950679
2908,1.17718443
2909,1.134394456
2910,1.280760477
2911,1.27864779
2912,1.131810756
2913,1.107270055
2914,1.154439679
2915,1.224458949
2916,1.270423423
2917,1.180265256
2918,1.163144257
2919,1.094765653
2920,0.924304148
2921,0.856963644
2922,0.975681986
2923,1.044404692
2924,1.075418077
2925,1.083660782
2926,1.113410946
2927,1.094333797
2928,1.045320511
2929,0.896283431
2930,0.890752584
2931,0.846807871
2932,0.925355492
2933,0.998306109
2934,0.916837307
2935,0.923826316
2936,0.865815993
2937,0.891972693
2938,0.902388142
2939,0.832917563
2940,0.816125639
2941,0.865313665
2942,0.853661299
2943,0.834331967
2944,0.816919291
2945,0.787720559
2946,0.806271016
2947,0.749163245
2948,0.722170779
2949,0.778152827
2950,0.796138551
2951,0.755067128
2952,0.711150041
2953,0.711044937
2954,0.718016626
2955,0.79030075
2956,0.809571936
2957,0.834193425
2958,0.781216651
2959,0.783794888
2960,0.795652758
2961,0.765774327
2962,0.77418405
2963,0.871544111
2964,0.899079097
2965,0.87388878
2966,0.850741832
2967,0.836199247
2968,0.841762729
2969,0.832534271
2970,0.866368933
2971,0.828802745
2972,0.791946032
2973,0.805975382
2974,0.801024362
2975,0.787935274
2976,0.802593088
2977,0.811633796
2978,0.829878221
2979,0.824098899
2980,0.81001051
2981,0.848070597
2982,0.837524508
2983,0.791884181
2984,0.75095977
2985,0.792911488
2986,0.771211116
2987,0.776749852
2988,0.824967007
2989,0.783906694
2990,0.797566322
2991,0.78147517
2992,0.788164397
2993,0.765213803
2994,0.766349834
2995,0.75457941
2996,0.745806561
2997,0.743165383
2998,0.79753721
2999,0.803423647
3000,0.766193205
3001,0.739104446
3002,0.703274245
3003,0.73281955
3004,0.734200857
3005,0.762056987
3006,0.773019821
3007,0.78676832
3008,0.737900939
3009,0.762406496
3010,0.765842256
3011,0.755359953
3012,0.749498957
3013,0.76707182
3014,0.778683358
3015,0.80865612
3016,0.774913816
3017,0.773625539
3018,0.784168559
3019,0.78920196
3020,0.767327366
3021,0.774456688
3022,0.798529206
3023,0.769438044
3024,0.803008346
3025,0.839353511
3026,0.837350353
3027,0.816887404
3028,0.818009651
3029,0.836292469
3030,0.846535805
3031,0.846738462
3032,0.832746101
3033,0.832567774
3034,0.796825977
3035,0.814799241
3036,0.818706264
3037,0.823149968
3038,0.792340686
3039,0.817001158
3040,0.855751853
3041,0.849616183
3042,0.886129158
3043,0.892483053
3044,0.862271467
3045,0.86459333
3046,0.887256073
3047,0.902573981
3048,0.885932722
3049,0.841615417
3050,0.867552861
3051,0.886248338
3052,0.896377999
3053,0.890660043
3054,0.930684942
3055,0.910581691
3056,0.88778917
3057,0.837059543
3058,0.865436936
3059,0.877692311
3060,0.891112788
3061,0.930177123
3062,0.920278299
3063,0.944643546
3064,0.944375907
3065,0.944166465
3066,0.940034563
3067,0.95530233
3068,0.965163196
3069,0.965492701
3070,0.958318744
3071,0.919247106
3072,0.955269261
3073,0.988164543
3074,0.902192594
3075,0.892626796
3076,0.930794517
3077,0.923082383
3078,0.956367178
3079,0.94056448
3080,0.912135833
3081,0.923174221
3082,0.92153455
3083,0.940677401
3084,1.011359961
3085,1.061411658
3086,1.003864709
3087,1.013917674
3088,1.043107362
3089,1.065181803
3090,1.040326163
3091,1.076255175
3092,1.06928023
3093,1.072806987
3094,1.117574668
3095,1.081899576
3096,1.067120292
3097,1.082885097
3098,1.114034522
3099,1.174491834
3100,1.150105606
3101,1.141626577
3102,1.145802635
3103,1.108671452
3104,1.20213606
3105,1.055911185
3106,1.001180042
3107,1.016599398
3108,1.051839372
3109,1.03017156
3110,1.100187009
3111,1.09968177
3112,1.10624221
3113,1.113066448
3114,1.138265468
3115,1.147544219
3116,1.123300631
3117,1.040426112
3118,1.107301232
3119,1.054274629
3120,0.999187324
3121,0.985883462
3122,0.980243468
3123,1.067158921
3124,1.084063034
3125,1.104084049
3126,1.092136388
3127,1.103543085
3128,1.111480107
3129,1.141012516
3130,1.168561278
3131,1.23855138
3132,1.168754899
3133,1.079736197
3134,1.121072989
3135,1.163905845
3136,1.217139741
3137,1.263737298
3138,1.311655028
3139,1.2258431
3140,1.149449086
3141,1.190330574
3142,1.204847385
3143,1.022013311
3144,1.098835108
3145,1.128278156
3146,1.166038992
3147,1.164206786
3148,1.209313822
3149,1.242062963
3150,1.181410852
3151,1.190828983
3152,1.161501032
3153,1.214638498
3154,1.285428945
3155,1.275139994
3156,1.241654731
3157,1.260880261
3158,1.298759387
3159,1.320068845
3160,1.320293738
3161,1.323570373
3162,1.288238793
3163,1.225042348
3164,1.254354988
3165,1.183935061
3166,1.303117829
3167,1.321855065
3168,1.320345989
3169,1.356138627
3170,1.410636787
3171,1.33579564
3172,1.410165542
3173,1.525265911
3174,1.498534067
3175,1.496315217
3176,1.579990306
3177,1.53156734
3178,1.583029928
3179,1.534336337
3180,1.51421654
3181,1.529812501
3182,1.499014972
3183,1.4523045
3184,1.390313752
3185,1.342537099
3186,1.415812634
3187,1.559049594
3188,1.533347966
3189,1.618323507
3190,1.612948643
3191,1.394933258
3192,1.36225945
3193,1.473943014
3194,1.502770843
3195,1.533401781
3196,1.54459541
3197,1.52330003
3198,1.440942358
3199,1.480723639
3200,1.419252138
3201,1.363032769
3202,1.454432682
3203,1.39741582
3204,1.567283535
3205,1.481622872
3206,1.618793112
3207,1.550400258
3208,1.383788906
3209,1.283351614
3210,1.358893394
3211,1.38424144
3212,1.260377128
3213,1.286411625
3214,1.363771882
3215,1.444531691
3216,1.408619501
3217,1.473359574
3218,1.53807592
3219,1.485022487
